dataset,edge_tp,edge_fp,edge_fn,division_tp,division_fp,division_fn,num_pred_nodes,num_gt_nodes,matched_gt_nodes,estimated_total_nodes,edge_jaccard,adj_edge_jaccard,division_jaccard,node_recall,total_node_ratio,edge_weight
44b6_0113de3b,48,0,2,0,0,0,25487,52,49,25755.0,0.96,0.9609989516598718,1.0,0.9423076923076923,0.9895942535430013,50
44b6_0b24845f,49,1,0,0,1,0,24574,51,51,32795.0,0.98,1.0045664887940235,0.0,1.0,0.7493215429181278,50
44b6_341df25f,208,0,1,0,0,1,8388,216,216,7436.0,0.9952153110047847,0.9824739853447987,0.0,1.0,1.1280258203335127,209
44b6_e57ff5c6,171,22,15,0,2,0,20683,193,190,20314.0,0.8221153846153846,0.820622027438447,0.0,0.9844559585492227,1.0181648124446194,208
6bba_05b6850b,838,14,7,0,4,0,6217,861,860,6362.0,0.9755529685681025,0.9777764074307616,0.0,0.9988385598141696,0.9772084250235775,859
6bba_05db0fb1,1134,77,49,0,6,3,72499,1229,1224,69800.0,0.9,0.8965199140401146,0.0,0.9959316517493898,1.0386676217765043,1260
6bba_969618f6,650,8,8,0,1,3,16016,679,678,13888.0,0.975975975975976,0.961021505376344,0.0,0.9985272459499264,1.153225806451613,666
6bba_fc83837d,867,76,56,0,4,0,15035,957,945,13087.0,0.8678678678678678,0.8549496543230783,0.0,0.987460815047022,1.1488500038205853,999
